sample_index,micros,ax,ay,az
992,462091397,31,69,4380
993,462091784,31,69,4380
994,462092184,68,55,4370
995,462092566,68,55,4370
996,462092980,68,55,4370
997,462093367,97,42,4364
998,462093766,97,42,4364
999,462094160,68,35,4373
1000,462094548,68,35,4373
1001,462094941,68,35,4373
1002,462095346,38,36,4398
1003,462095741,38,36,4398
1004,462096141,23,50,4393
1005,462096523,23,50,4393
1006,462096923,23,50,4393
1007,462097323,9,61,4385
1008,462097723,9,61,4385
1009,462098117,9,61,4385
1010,462098512,16,47,4409
1011,462098906,16,47,4409
1012,462099311,35,33,4405
1013,462099705,35,33,4405
1014,462100105,35,33,4405
1015,462100495,56,43,4373
1016,462100895,56,43,4373
1017,462101294,49,31,4370
1018,462101688,49,31,4370
1019,462102075,49,31,4370
1020,462102464,46,8,4368
1021,462102853,46,8,4368
1022,462103247,40,24,4347
1023,462103636,40,24,4347
1024,462104033,40,24,4347
1025,462104414,15,49,4355
1026,462104808,15,49,4355
1027,462105187,13,32,4352
1028,462105585,13,32,4352
1029,462105984,13,32,4352
1030,462106385,11,33,4339
1031,462106786,11,33,4339
1032,462107180,17,37,4355
1033,462107562,17,37,4355
1034,462107960,17,37,4355
1035,462108352,24,16,4390
1036,462108751,24,16,4390
1037,462109145,23,24,4412
1038,462109536,23,24,4412
1039,462109930,23,24,4412
1040,462110327,8,43,4411
1041,462110722,8,43,4411
1042,462111129,8,43,4411
1043,462111511,-14,46,4407
1044,462111919,-14,46,4407
1045,462112326,4,45,4414
1046,462112726,4,45,4414
1047,462113120,4,45,4414
1048,462113519,55,41,4399
1049,462113913,55,41,4399
1050,462114319,42,41,4352
1051,462114713,42,41,4352
1052,462115114,42,41,4352
1053,462115501,37,35,4312
1054,462115898,37,35,4312
1055,462116298,63,55,4331
1056,462116697,63,55,4331
1057,462117092,63,55,4331
1058,462117494,40,76,4334
1059,462117890,40,76,4334
1060,462118288,24,72,4323
1061,462118676,24,72,4323
1062,462119052,24,72,4323
1063,462119434,42,52,4350
1064,462119828,42,52,4350
1065,462120215,40,54,4383
1066,462120618,40,54,4383
1067,462121018,40,54,4383
1068,462121418,40,82,4401
1069,462121813,40,82,4401
1070,462122200,45,70,4399
1071,462122590,45,70,4399
1072,462123002,45,70,4399
1073,462123389,28,48,4393
1074,462123781,28,48,4393
1075,462124177,35,33,4385
1076,462124566,35,33,4385
1077,462124965,35,33,4385
1078,462125365,49,42,4413
1079,462125759,49,42,4413
1080,462126159,36,55,4409
1081,462126541,36,55,4409
1082,462126942,36,55,4409
1083,462127341,9,26,4395
1084,462127741,9,26,4395
1085,462128135,-9,9,4377
1086,462128537,-9,9,4377
1087,462128939,-9,9,4377
1088,462129356,21,31,4342
1089,462129744,21,31,4342
1090,462130144,21,32,4357
1091,462130525,21,32,4357
1092,462130920,21,32,4357
1093,462131320,0,33,4359
1094,462131720,0,33,4359
1095,462132114,0,33,4359
1096,462132510,17,46,4337
1097,462132904,17,46,4337
1098,462133308,29,29,4347
